Latitude,Longitude,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. scitula,G. glutinata,G. truncatulinoides,G. aequilateralis,G. menardii,H. pelagica,G. ruber ruber,G. tumida,G. digitata,T. humilis,C. nitida,G. uvula,D. anfracta,G. theyeri,T. iota,G. cavernula,G. cultrata,G. tenella,G. adamsi,G. crassa,SST
-29.68,113.7,0.0,0.0,0.193989071038251,0.0,0.0628415300546448,0.0,0.0136612021857924,0.0,0.0382513661202186,0.046448087431694,0.0,0.0,0.0,0.0,0.0,0.040983606557377,0.0,0.0,0.0,0.437158469945355,0.0027322404371584,0.0054644808743169,0.0054644808743169,0.092896174863388,0.0081967213114754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027322404371584,0.0,0.0,17.990856094536056
-31.28333333,114.5516667,0.0049833887043189,0.0,0.0363645305123274,0.0,0.0149337733869558,0.0,0.0083056478405315,0.016578510229061,0.0892256076237105,0.0330750568281168,0.0,0.0132890365448505,0.0,0.006578947368421,0.0198188057352684,0.0099175992306347,0.0,0.0,0.0049833887043189,0.535402823920266,0.0,0.0083056478405315,0.0232066357754852,0.10891327155097,0.0314794981640147,0.0,0.0,0.0,0.0,0.0,0.0049833887043189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049833887043189,0.0,0.0,16.93693602499657
19.56833333,59.595,0.0466666666666667,0.0,0.11,0.0,0.0566666666666667,0.0,0.0166666666666667,0.0466666666666667,0.29,0.0066666666666666,0.0,0.0266666666666667,0.0033333333333333,0.0,0.02,0.0666666666666667,0.0,0.0,0.02,0.0,0.0033333333333333,0.0,0.0166666666666667,0.2,0.0,0.0,0.0633333333333333,0.0,0.0,0.0,0.0033333333333333,0.0033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.84972829335684
19.07666667,60.42166667,0.033112582781457,0.0,0.129139072847682,0.0,0.076158940397351,0.0,0.0231788079470199,0.0165562913907285,0.218543046357616,0.0364238410596027,0.0,0.0231788079470199,0.0,0.0,0.0,0.135761589403974,0.0,0.0033112582781457,0.0364238410596027,0.0,0.0,0.0,0.0,0.152317880794702,0.0,0.0,0.0794701986754967,0.0,0.0,0.0298013245033113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066225165562913,0.0,0.0,22.8532893368351
-14.53,157.97,0.0103806228373702,0.013840830449827,0.307958477508651,0.0,0.0761245674740485,0.0069204152249135,0.0588235294117647,0.0311418685121107,0.0519031141868512,0.027681660899654,0.0,0.0103806228373702,0.0,0.0,0.0,0.0519031141868512,0.0,0.0,0.027681660899654,0.0,0.0,0.0,0.0,0.245674740484429,0.0034602076124567,0.0,0.0034602076124567,0.0,0.0,0.0034602076124567,0.0069204152249135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027681660899654,0.0,0.0,23.796880905364617
-43.51666667,79.86666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333,0.253333333333333,0.0,0.0,0.0,0.0166666666666667,0.596666666666667,0.08,0.0,0.0,0.0,0.0,0.0166666666666667,0.0033333333333333,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.157040524860816
-39.71666667,82.25,0.0033222591362126,0.0,0.0066445182724252,0.0,0.0,0.0,0.0,0.0,0.318936877076412,0.119601328903655,0.0,0.0,0.0930232558139535,0.0897009966777409,0.169435215946844,0.0,0.0,0.0,0.0,0.0631229235880399,0.0,0.0033222591362126,0.0066445182724252,0.0830564784053156,0.0431893687707641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.683578974621037
-30.06666667,94.41666667,0.0100334448160535,0.0033444816053511,0.153846153846154,0.0,0.0133779264214047,0.0,0.0100334448160535,0.0167224080267559,0.267558528428094,0.020066889632107,0.0,0.0133779264214047,0.0100334448160535,0.0,0.0367892976588629,0.0,0.0,0.0,0.0,0.17056856187291,0.0,0.0066889632107023,0.0702341137123746,0.0434782608695652,0.130434782608696,0.0,0.0,0.0,0.0,0.0,0.0100334448160535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133779264214047,0.0,0.0,15.04302910200929
-33.06666667,110.55,0.009933774834437,0.0,0.119205298013245,0.0,0.0033112582781457,0.0,0.0033112582781457,0.0198675496688742,0.281456953642384,0.033112582781457,0.0,0.0033112582781457,0.009933774834437,0.0,0.0695364238410596,0.0066225165562913,0.0,0.0,0.0,0.251655629139073,0.0066225165562913,0.0033112582781457,0.0165562913907285,0.0927152317880795,0.0596026490066225,0.0,0.0,0.0,0.0,0.0,0.0,0.0033112582781457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066225165562913,0.0,0.0,14.828700125678834
-25.48333333,110.0166667,0.0058997050147492,0.0058997050147492,0.165191740412979,0.0,0.0235988200589971,0.0,0.0117994100294985,0.0029498525073746,0.0176991150442478,0.0324483775811209,0.0,0.0,0.0,0.0,0.0088495575221238,0.0383480825958702,0.0,0.0,0.0,0.466076696165192,0.0058997050147492,0.0,0.0,0.182890855457227,0.0147492625368732,0.0,0.0029498525073746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029498525073746,0.0,0.0,20.232703533359874
-19.05833333,112.75,0.0099667774086378,0.0099667774086378,0.196013289036545,0.0,0.0365448504983389,0.0,0.0099667774086378,0.0365448504983389,0.0465116279069768,0.053156146179402,0.0,0.079734219269103,0.0,0.0,0.0332225913621263,0.0631229235880399,0.0,0.0,0.0166112956810631,0.0897009966777409,0.0099667774086378,0.0,0.0099667774086378,0.179401993355482,0.026578073089701,0.0,0.0465116279069768,0.0,0.0,0.0099667774086378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0365448504983389,0.0,0.0,23.52985618215863
-25.88333333,157.8666667,0.0066371681415929,0.0022123893805309,0.214601769911504,0.0,0.0486725663716814,0.0,0.0353982300884956,0.0154867256637168,0.0752212389380531,0.196902654867257,0.0,0.0066371681415929,0.0,0.0,0.0044247787610619,0.0176991150442478,0.0,0.0,0.0132743362831858,0.232300884955752,0.0199115044247788,0.0022123893805309,0.0022123893805309,0.0641592920353982,0.0110619469026549,0.0,0.0044247787610619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110619469026549,0.0,0.0,19.49401084062774
-24.88,163.52,0.0173075075075075,0.009553003003003,0.273244144144144,0.0,0.0695270270270271,0.0,0.047962012012012,0.012012012012012,0.0631255255255256,0.141846096096096,0.0,0.014256006006006,0.0,0.0,0.0015015015015015,0.022059009009009,0.0,0.0,0.0094045045045045,0.149514564564565,0.0287575075075075,0.0045045045045045,0.004653003003003,0.046874024024024,0.0195195195195195,0.0,0.0031515015015015,0.0,0.0,0.0,0.006253003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027818018018018,0.0,0.00325,19.737921491152306
9.133333333,90.03333333,0.0033557046979865,0.0201342281879195,0.114093959731544,0.0,0.0604026845637584,0.0033557046979865,0.0134228187919463,0.0167785234899329,0.110738255033557,0.0100671140939597,0.0,0.0134228187919463,0.0,0.0,0.0067114093959731,0.181208053691275,0.0,0.0067114093959731,0.0536912751677852,0.0,0.0100671140939597,0.0,0.0,0.12751677852349,0.0,0.0,0.224832214765101,0.0,0.0,0.0067114093959731,0.0033557046979865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134228187919463,0.0,0.0,24.89103979134993
-14.51666667,177.1,0.0248565965583174,0.0229445506692161,0.382409177820268,0.0,0.0650095602294455,0.0,0.0382409177820268,0.0363288718929254,0.0248565965583174,0.0133843212237094,0.0,0.011472275334608,0.005736137667304,0.0,0.0038240917782026,0.0210325047801147,0.0,0.0,0.005736137667304,0.0,0.0038240917782026,0.0,0.0019120458891013,0.294455066921606,0.0,0.0,0.0019120458891013,0.0,0.0,0.0095602294455066,0.005736137667304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267686424474187,0.0,0.0,24.399209670711436
-35.51666667,44.75,0.0033112582781457,0.0,0.0,0.0,0.0132450331125828,0.0,0.0298013245033113,0.0,0.158940397350993,0.0993377483443709,0.0,0.0,0.0066225165562913,0.009933774834437,0.211920529801325,0.129139072847682,0.0,0.0,0.0,0.225165562913907,0.0033112582781457,0.0132450331125828,0.0132450331125828,0.0529801324503311,0.0298013245033113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.066780989335227
-39.01666667,47.88333333,0.0033222591362126,0.0,0.0099667774086378,0.0,0.0,0.0,0.0033222591362126,0.0,0.255813953488372,0.0066445182724252,0.0,0.0033222591362126,0.0863787375415282,0.0564784053156146,0.40531561461794,0.0099667774086378,0.0,0.0,0.0,0.116279069767442,0.0,0.0066445182724252,0.0,0.0199335548172757,0.0166112956810631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39018192310499
-10.92333333,88.315,0.0264900662251656,0.0165562913907285,0.241721854304636,0.0,0.125827814569536,0.0,0.0132450331125828,0.0066225165562913,0.0298013245033113,0.0,0.0,0.0298013245033113,0.0,0.0,0.0231788079470199,0.105960264900662,0.009933774834437,0.0066225165562913,0.0298013245033113,0.009933774834437,0.009933774834437,0.0,0.0,0.155629139072848,0.0,0.0,0.109271523178808,0.0,0.0,0.009933774834437,0.0,0.0,0.0033112582781457,0.0,0.0,0.0,0.0,0.0,0.0,0.0364238410596027,0.0,0.0,23.6449323262918
-0.833333333,89.95,0.0066666666666666,0.0066666666666666,0.23,0.0,0.1,0.0,0.0233333333333333,0.03,0.07,0.0033333333333333,0.0,0.02,0.0,0.0,0.0033333333333333,0.0833333333333333,0.0466666666666667,0.01,0.0833333333333333,0.0,0.0166666666666667,0.0,0.0,0.103333333333333,0.0,0.0,0.15,0.0,0.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.937346619627554
1.466666667,90.16666667,0.0,0.0066445182724252,0.259136212624585,0.0,0.0631229235880399,0.0,0.0365448504983389,0.0332225913621263,0.0664451827242525,0.0066445182724252,0.0,0.0132890365448505,0.0,0.0,0.0033222591362126,0.0863787375415282,0.0332225913621263,0.0166112956810631,0.0664451827242525,0.0,0.0,0.0,0.0033222591362126,0.172757475083056,0.0,0.0,0.0930232558139535,0.0,0.0,0.0033222591362126,0.0,0.0033222591362126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0332225913621263,0.0,0.0,25.336905175194453
-31.5,32.6,0.009933774834437,0.0,0.149006622516556,0.0,0.0298013245033113,0.0,0.0198675496688742,0.0397350993377483,0.0894039735099338,0.009933774834437,0.0,0.009933774834437,0.0,0.0,0.0397350993377483,0.0596026490066225,0.0,0.0,0.0,0.314569536423841,0.0,0.0198675496688742,0.009933774834437,0.149006622516556,0.009933774834437,0.0,0.009933774834437,0.0,0.0,0.0,0.0198675496688742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009933774834437,0.0,0.0,21.215683551342604
-32.11666667,36.01666667,0.0132890365448505,0.0,0.132890365448505,0.0,0.0299003322259136,0.0,0.0299003322259136,0.053156146179402,0.13953488372093,0.0099667774086378,0.0,0.0299003322259136,0.0066445182724252,0.0033222591362126,0.0398671096345515,0.0099667774086378,0.0,0.0,0.0033222591362126,0.305647840531561,0.0,0.0299003322259136,0.0299003322259136,0.109634551495017,0.0099667774086378,0.0,0.0033222591362126,0.0,0.0,0.0,0.0033222591362126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066445182724252,0.0,0.0,18.351624690247974
-13.21666667,65.61666667,0.0166666666666667,0.0233333333333333,0.26,0.0,0.0733333333333333,0.0,0.0366666666666667,0.0233333333333333,0.0333333333333333,0.01,0.0,0.0233333333333333,0.0,0.0,0.01,0.0966666666666667,0.0033333333333333,0.0033333333333333,0.0166666666666667,0.0,0.0,0.0066666666666666,0.0133333333333333,0.226666666666667,0.0033333333333333,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,22.976824996100078
-10.508,57.72,0.0032894736842105,0.0,0.220394736842105,0.0,0.0296052631578947,0.0,0.006578947368421,0.0197368421052632,0.167763157894737,0.0723684210526316,0.0,0.105263157894737,0.0,0.0032894736842105,0.0361842105263158,0.0493421052631579,0.0,0.006578947368421,0.0197368421052632,0.0,0.0032894736842105,0.0,0.006578947368421,0.164473684210526,0.0032894736842105,0.0,0.0263157894736842,0.0,0.0,0.0032894736842105,0.0,0.0,0.0032894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0493421052631579,0.0,0.0,23.78701710664394
-38.86166667,140.1,0.0,0.0,0.0031545741324921,0.0,0.0,0.0,0.0,0.0,0.435331230283912,0.0,0.0,0.0,0.0662460567823344,0.0473186119873817,0.160883280757098,0.0031545741324921,0.0,0.0,0.0,0.0946372239747634,0.0,0.0,0.0126182965299685,0.0441640378548896,0.132492113564669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.722819072094428
-23.77216667,108.5006667,0.0,0.004,0.204,0.0,0.032,0.0,0.044,0.008,0.036,0.048,0.0,0.004,0.0,0.0,0.008,0.036,0.0,0.0,0.0,0.3,0.008,0.004,0.012,0.16,0.024,0.0,0.012,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,20.109485419068864
-45.15,146.28,0.0,0.0,0.001592356687898,0.0,0.0,0.0,0.0,0.0031847133757961,0.329617834394904,0.017515923566879,0.0,0.0,0.0,0.194267515923567,0.125796178343949,0.001592356687898,0.0,0.0,0.0,0.0668789808917197,0.0,0.001592356687898,0.0047770700636942,0.0668789808917197,0.0111464968152866,0.0,0.0,0.0,0.0,0.0,0.0,0.165605095541401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.180474810728866
-46.45,145.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304761904761905,0.0158730158730159,0.0,0.0,0.0698412698412698,0.320634920634921,0.13015873015873,0.0,0.0,0.0,0.0,0.0603174603174603,0.0,0.0,0.0,0.0825396825396825,0.0158730158730159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7367735266216915
-44.53,149.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342857142857143,0.0,0.0,0.0,0.174603174603175,0.114285714285714,0.177777777777778,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.0,0.0,0.0476190476190476,0.0317460317460317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.955330659633022
-35.31,177.9966667,0.0025062656641604,0.0,0.0,0.0,0.0,0.0,0.0050125313283208,0.0,0.115288220551378,0.037593984962406,0.0,0.0,0.0676691729323308,0.0350877192982456,0.315789473684211,0.100250626566416,0.0,0.0,0.0,0.130325814536341,0.0451127819548872,0.0,0.0,0.075187969924812,0.0601503759398496,0.0,0.0,0.0,0.0,0.0,0.0025062656641604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025062656641604,0.0,0.0050125313283208,15.579505963163296
-4.33223,117.59584,0.0131868131868132,0.0,0.294505494505495,0.0,0.0021978021978022,0.0,0.0263736263736264,0.0131868131868132,0.116483516483516,0.0,0.0,0.0285714285714286,0.0,0.0175824175824176,0.0,0.0813186813186813,0.0,0.0,0.0307692307692308,0.0,0.0,0.0,0.010989010989011,0.334065934065934,0.0,0.0,0.0285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021978021978022,0.0,0.0,25.547789751313438
-8.455833333,128.238,0.0084388185654008,0.0021097046413502,0.265822784810127,0.0,0.040084388185654,0.0,0.0379746835443038,0.0126582278481013,0.0506329113924051,0.0105485232067511,0.0,0.0485232067510549,0.0,0.0021097046413502,0.0274261603375527,0.124472573839662,0.0274261603375527,0.0,0.0569620253164557,0.0,0.0147679324894515,0.0,0.0105485232067511,0.179324894514768,0.0084388185654008,0.0,0.0569620253164557,0.0,0.0,0.0021097046413502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126582278481013,0.0,0.0,25.388892523926046
-11.35444,122.03799,0.0085227272727272,0.0,0.28125,0.0,0.03125,0.0,0.0340909090909091,0.002840909090909,0.0397727272727273,0.0,0.0,0.0426136363636364,0.0,0.0,0.0823863636363636,0.0909090909090909,0.0,0.0,0.0397727272727273,0.0,0.0142045454545455,0.0,0.002840909090909,0.224431818181818,0.0056818181818181,0.0,0.0823863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170454545454545,0.0,0.0,25.278151644016507
-9.09764,111.00721,0.0047619047619047,0.0,0.0738095238095238,0.0,0.0047619047619047,0.0,0.0190476190476191,0.0047619047619047,0.145238095238095,0.0,0.0,0.0190476190476191,0.0,0.0047619047619047,0.242857142857143,0.257142857142857,0.0,0.0,0.0380952380952381,0.0,0.0095238095238095,0.0,0.0095238095238095,0.0738095238095238,0.0023809523809523,0.0,0.0738095238095238,0.0,0.0,0.0047619047619047,0.0,0.0,0.0023809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0095238095238095,0.0,0.0,24.44845815646786
-42.25,144.75,0.0,0.0,0.0077922077922077,0.0,0.038961038961039,0.0,0.0,0.0,0.283116883116883,0.0025974025974026,0.0,0.0,0.0493506493506494,0.168831168831169,0.181818181818182,0.0,0.0,0.0,0.0,0.0857142857142857,0.0,0.0,0.0051948051948051,0.0779220779220779,0.0649350649350649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.036661892325704
-43.8,145.5,0.0125391849529781,0.0,0.0031347962382445,0.0,0.0,0.0,0.0,0.0,0.438871473354232,0.0,0.0,0.0,0.0125391849529781,0.0752351097178683,0.106583072100313,0.0,0.0,0.0,0.0,0.156739811912226,0.0,0.0,0.0,0.0783699059561129,0.0532915360501567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-45.87,145.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353658536585366,0.0,0.0,0.0,0.0091463414634146,0.207317073170732,0.143292682926829,0.0,0.0,0.0,0.0,0.0853658536585366,0.0,0.0,0.0,0.0823170731707317,0.0121951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.901952683757878
-46.87,145.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357988165680473,0.0,0.0,0.0,0.0266272189349112,0.21301775147929,0.118343195266272,0.0,0.0,0.0,0.0,0.118343195266272,0.0,0.0,0.0,0.0591715976331361,0.0088757396449704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7367735266216915
-45.075,179.4983333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0581039755351682,0.0,0.0,0.0,0.0795107033639144,0.547400611620795,0.0061162079510703,0.0,0.0,0.0,0.0,0.296636085626911,0.0,0.0,0.0,0.0091743119266055,0.0030581039755351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.883080954880686
-29.64166667,32.85833333,0.0198675496688742,0.0033112582781457,0.175496688741722,0.0,0.0463576158940397,0.0,0.0364238410596027,0.0596026490066225,0.0264900662251656,0.0033112582781457,0.0,0.0198675496688742,0.0,0.0,0.0496688741721854,0.0629139072847682,0.0,0.0,0.0198675496688742,0.274834437086093,0.0033112582781457,0.0033112582781457,0.0298013245033113,0.112582781456954,0.0033112582781457,0.0,0.0364238410596027,0.0,0.0,0.0,0.0033112582781457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009933774834437,0.0,0.0,
-28.425,43.78333333,0.0133333333333333,0.0,0.206666666666667,0.0,0.04,0.0,0.0133333333333333,0.0433333333333333,0.0766666666666667,0.01,0.0,0.05,0.0133333333333333,0.0,0.0466666666666667,0.0166666666666667,0.0,0.0,0.0,0.14,0.0,0.0066666666666666,0.03,0.216666666666667,0.0266666666666667,0.0,0.01,0.0,0.0,0.0,0.0033333333333333,0.0033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,20.554142310593747
8.65,58.56666667,0.0033112582781457,0.0,0.155629139072848,0.0,0.0231788079470199,0.0,0.0198675496688742,0.0,0.0927152317880795,0.0231788079470199,0.0,0.009933774834437,0.0,0.0,0.105960264900662,0.0629139072847682,0.0,0.009933774834437,0.0463576158940397,0.0,0.0264900662251656,0.0,0.0033112582781457,0.341059602649007,0.0,0.0,0.0397350993377483,0.0,0.0,0.0231788079470199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132450331125828,0.0,0.0,23.57993087092135
10.25,57.18333333,0.0033333333333333,0.0066666666666666,0.0733333333333333,0.0,0.02,0.0,0.03,0.0,0.0933333333333333,0.02,0.0,0.0133333333333333,0.0,0.0033333333333333,0.136666666666667,0.206666666666667,0.0,0.0233333333333333,0.09,0.0033333333333333,0.0166666666666667,0.0,0.02,0.166666666666667,0.0,0.0,0.03,0.0,0.0,0.03,0.0066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066666666666666,0.0,0.0,22.782960725835693
-33.01666667,85.78333333,0.0100334448160535,0.0,0.0434782608695652,0.0,0.0,0.0,0.0033444816053511,0.0066889632107023,0.294314381270903,0.0033444816053511,0.0,0.0,0.0167224080267559,0.0,0.167224080267559,0.0,0.0,0.0,0.0,0.280936454849498,0.0,0.020066889632107,0.020066889632107,0.0267558528428094,0.0969899665551839,0.0,0.0,0.0,0.0,0.0,0.0033444816053511,0.0033444816053511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033444816053511,0.0,0.0,14.159766371999067
-32.433,46.567,0.009933774834437,0.0,0.102649006622517,0.0,0.0132450331125828,0.0,0.009933774834437,0.0298013245033113,0.142384105960265,0.009933774834437,0.0,0.009933774834437,0.0,0.0066225165562913,0.139072847682119,0.0033112582781457,0.0,0.0,0.0,0.337748344370861,0.0,0.033112582781457,0.0264900662251656,0.0529801324503311,0.0562913907284768,0.0,0.0,0.0,0.0,0.0,0.0066225165562913,0.0033112582781457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066225165562913,0.0,0.0,17.58515811454157
-25.63333333,87.11666667,0.0165562913907285,0.0264900662251656,0.384105960264901,0.0,0.0596026490066225,0.0033112582781457,0.0231788079470199,0.0463576158940397,0.0231788079470199,0.0397350993377483,0.0,0.0132450331125828,0.0033112582781457,0.0,0.0066225165562913,0.0066225165562913,0.0,0.0,0.0033112582781457,0.0960264900662252,0.0033112582781457,0.0033112582781457,0.0165562913907285,0.105960264900662,0.0596026490066225,0.0,0.0066225165562913,0.0,0.0,0.0066225165562913,0.0,0.0033112582781457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043046357615894,0.0,0.0,17.7932603848812
8.116666667,73.25,0.01,0.0033333333333333,0.196666666666667,0.0,0.09,0.0033333333333333,0.0366666666666667,0.0166666666666667,0.06,0.0033333333333333,0.0,0.0333333333333333,0.0033333333333333,0.0,0.0,0.0966666666666667,0.03,0.02,0.0533333333333333,0.0,0.0,0.0,0.0066666666666666,0.166666666666667,0.0,0.0,0.116666666666667,0.0,0.0,0.01,0.0066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366666666666667,0.0,0.0,25.27068338853743
6.7,59.33333333,0.0033222591362126,0.0033222591362126,0.205980066445183,0.0,0.0199335548172757,0.0,0.0132890365448505,0.0099667774086378,0.116279069767442,0.026578073089701,0.0,0.0199335548172757,0.0033222591362126,0.0033222591362126,0.0996677740863787,0.0365448504983389,0.0132890365448505,0.0232558139534884,0.0199335548172757,0.0,0.0066445182724252,0.0033222591362126,0.0099667774086378,0.312292358803987,0.0066445182724252,0.0,0.0332225913621263,0.0,0.0,0.0033222591362126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066445182724252,0.0,0.0,24.4165031204347
6.866666667,60.66666667,0.0033557046979865,0.0201342281879195,0.194630872483221,0.0,0.023489932885906,0.0,0.0067114093959731,0.0134228187919463,0.100671140939597,0.0100671140939597,0.0,0.0033557046979865,0.0,0.0033557046979865,0.0906040268456376,0.10738255033557,0.0134228187919463,0.0335570469798658,0.0536912751677852,0.0,0.023489932885906,0.0067114093959731,0.0067114093959731,0.130872483221477,0.0,0.0,0.130872483221477,0.0,0.0,0.0167785234899329,0.0033557046979865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033557046979865,0.0,0.0,24.59653765189613
-5.333333333,40.43333333,0.0066006600660066,0.0066006600660066,0.244224422442244,0.0,0.033003300330033,0.0,0.0264026402640264,0.0198019801980198,0.0528052805280528,0.0132013201320132,0.0,0.0495049504950495,0.0,0.0,0.0627062706270627,0.118811881188119,0.0,0.0066006600660066,0.0363036303630363,0.0033003300330033,0.0198019801980198,0.0,0.0066006600660066,0.174917491749175,0.0,0.0,0.0924092409240924,0.0,0.0,0.0033003300330033,0.0066006600660066,0.0066006600660066,0.0033003300330033,0.0,0.0,0.0,0.0,0.0,0.0,0.0066006600660066,0.0,0.0,23.82749185732429
-6.983333333,41.18333333,0.026578073089701,0.0132890365448505,0.312292358803987,0.0,0.026578073089701,0.0,0.0166112956810631,0.0099667774086378,0.0631229235880399,0.0166112956810631,0.0,0.0099667774086378,0.0,0.0066445182724252,0.0431893687707641,0.0963455149501661,0.0033222591362126,0.0099667774086378,0.0398671096345515,0.0099667774086378,0.0099667774086378,0.0,0.0066445182724252,0.149501661129568,0.0033222591362126,0.0,0.102990033222591,0.0,0.0,0.0132890365448505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099667774086378,0.0,0.0,23.840210530004917
-10.23333333,43.81666667,0.0099009900990099,0.0264026402640264,0.297029702970297,0.0,0.0297029702970297,0.0,0.0132013201320132,0.0165016501650165,0.0693069306930693,0.0099009900990099,0.0,0.0,0.0,0.0,0.066006600660066,0.105610561056106,0.0,0.0066006600660066,0.0462046204620462,0.0033003300330033,0.0099009900990099,0.0,0.0,0.207920792079208,0.0099009900990099,0.0,0.0561056105610561,0.0,0.0,0.0099009900990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066006600660066,0.0,0.0,23.693230037926554
